"Japanese","English"
"//Text $1AA630
#WRITE(ptr,$18BDE8)
暗くなった世界に希望の火を灯すような[LINE]
植物があるという。[LINE]
海に浮かぶどこかの島らしい。[END]
","//Text $1AA630
#WRITE(ptr,$18BDE8)
There's a plant said to be a beacon[LINE]
of hope in a darkened world.[LINE]
Seems it's on an island off at sea.[END]"
"//Text $1AA620
#WRITE(ptr,$18BDFC)
ホットドッグ[END]
","//Text $1AA620
#WRITE(ptr,$18BDFC)
Hot Dog[END]
"
"//Text $1AA5C8
#WRITE(ptr,$18BE00)
巧みに雪山を滑り降りる犬。[LINE]
その技術には「ホットドッグなドッグだ」と[LINE]
驚きの声多数。[END]
","//Text $1AA5C8
#WRITE(ptr,$18BE00)
Dog that skillfully slides down snowy mountains.[LINE]
Many cry out ""He's really hot-doggin'!""[LINE]
upon seeing it in action.[END]"
"//Text $1AA550
#WRITE(ptr,$18BE04)
都会のほうでは、人間もビックリするような[LINE]
行動をする動物が話題になっているという。[LINE]
どうやら、この地方特有の行動らしい。[END]
","//Text $1AA550
#WRITE(ptr,$18BE04)
There's some sort of creature that's got[LINE]
the whole town talking about its feats.[LINE]
Seems to have something to do with the locale.[END]"
"//Text $1AA538
#WRITE(ptr,$18BE18)
マウスチューマウス[END]
","//Text $1AA538
#WRITE(ptr,$18BE18)
Mouse to Mouse[END]
"
"//Text $1AA4E8
#WRITE(ptr,$18BE1C)
夫婦仲がとても良いネズミ。[LINE]
寄り添う様子が常にくちづけをしている[LINE]
ように見える。[END]
","//Text $1AA4E8
#WRITE(ptr,$18BE1C)
Mice with especially great chemistry.[LINE]
They appear to always be huddled[LINE]
together and locked in a kiss.[END]"
"//Text $1AA470
#WRITE(ptr,$18BE20)
雪国でなくても寒いのだろうか？[LINE]
国境を越えた先のセインガルドの村の周辺に、[LINE]
いつも寄り添っている動物がいるそうだ。[END]
","//Text $1AA470
#WRITE(ptr,$18BE20)
It gets cold even outside the land of snow.[LINE]
Seems there's some animals that are always[LINE]
cuddled together past the border towards Seinegald.[END]"
"//Text $1AA458
#WRITE(ptr,$18BE34)
キャンドルツリー[END]
","//Text $1AA458
#WRITE(ptr,$18BE34)
Candle Tree[END]
"
"//Text $1AA400
#WRITE(ptr,$18BE38)
樹木に色とりどりの飾りや、ロウソクなどが[LINE]
付けられたもの。[LINE]
誰がこのようなものを……[END]
","//Text $1AA400
#WRITE(ptr,$18BE38)
Tree decorated with multicolored ornaments[LINE]
and candles. Who would do such a thing...?[LINE]
[END]"
"//Text $1AA380
#WRITE(ptr,$18BE3C)
二年前の動乱で減少した旅行客の数が、街の[LINE]
近くの話題のスポットを目当てに増えている。[LINE]
名無しのいたずら者に街の人は大感謝らしい。[END]
","//Text $1AA380
#WRITE(ptr,$18BE3C)
The incident two years ago took a toll on[LINE]
tourism numbers, but they're flocking once again.[LINE]
Seems the citizens are thanking some mystery prankster.[END]"
"//Text $1AA370
#WRITE(ptr,$18BE50)
トリトリソウ[END]
","//Text $1AA370
#WRITE(ptr,$18BE50)
Venus Birdtrap[END]
"
"//Text $1AA330
#WRITE(ptr,$18BE54)
昆虫に擬態して鳥を誘い、留まった鳥を[LINE]
くっつけて離さない植物。[LINE]
[END]
","//Text $1AA330
#WRITE(ptr,$18BE54)
Plant that mimics insects to attract[LINE]
birds, then never lets them go.[LINE]
[END]"
"//Text $1AA2B8
#WRITE(ptr,$18BE58)
フィッツガルドの田舎の風景がのどかだから[LINE]
といって自然をなめてはいけないらしい。[LINE]
中にはとても恐ろしい植物がいるそうだ。[END]
","//Text $1AA2B8
#WRITE(ptr,$18BE58)
It seems the tranquility of Fitzgald's countryside[LINE]
is no reason to let your guard down. Particularly[LINE]
in the face of on particularly terrifying plant.[END]"
"//Text $1AA2B0
#WRITE(ptr,$18BE6C)
樹氷[END]
","//Text $1AA2B0
#WRITE(ptr,$18BE6C)
Treefrost[END]
"
"//Text $1AA258
#WRITE(ptr,$18BE70)
霧氷の一種で、樹についた水滴が凍りついて[LINE]
できたもの。[LINE]
樹に花が咲いたように見える。[END]
","//Text $1AA258
#WRITE(ptr,$18BE70)
A type of hoarfrost formed when water[LINE]
droplets freeze on trees. Gives them the[LINE]
appearance of being in bloom.[END]"
"//Text $1AA1E0
#WRITE(ptr,$18BE74)
都会でも外にでて周りの植物を見渡せば、[LINE]
自然の厳しさと美しさを感じる事ができる[LINE]
現象が起こるのが雪国というものらしい。[END]
","//Text $1AA1E0
#WRITE(ptr,$18BE74)
There seems to be a natural phenomenon outside[LINE]
of a snowy city that makes you appreciate both the[LINE]
harshness and beauty of nature.[END]"
"//Text $1AA1C8
#WRITE(ptr,$18BE88)
ダイヤモンドダスト[END]
","//Text $1AA1C8
#WRITE(ptr,$18BE88)
Diamond Dust[END]
"
"//Text $1AA158
#WRITE(ptr,$18BE8C)
空気中の水分が細かい氷の粒になって漂い、[LINE]
太陽に照らされて輝く自然現象。[LINE]
キラキラと光る様子は、とても美しい。[END]
","//Text $1AA158
#WRITE(ptr,$18BE8C)
Natural phenomenon in which sunlight shines[LINE]
through small ice particles suspended in the air.[LINE]
The twinkling lights are a sight to behold.[END]"
"//Text $1AA0E0
#WRITE(ptr,$18BE90)
二年前の動乱があった街では周辺の植物も[LINE]
被害を受けたが、まばゆい宝石のような輝き[LINE]
だけは誰にも奪われなかったという。[END]
","//Text $1AA0E0
#WRITE(ptr,$18BE90)
Despite the incident two years ago taking a toll on even[LINE]
the vegetation around the city, it's said there's still[LINE]
something precious there that nobody can take away.[END]"
"//Text $1AA0D0
#WRITE(ptr,$18BEA4)
ユキカケワラビ[END]
","//Text $1AA0D0
#WRITE(ptr,$18BEA4)
Snowball Bracken[END]
"
"//Text $1AA088
#WRITE(ptr,$18BEA8)
近づく者に雪を投げつけるという[LINE]
珍しい植物。[LINE]
普段は丸まっている。[END]
","//Text $1AA088
#WRITE(ptr,$18BEA8)
Rare plant that hurtles snow at[LINE]
passersby. Usually remains furled.[LINE]
[END]"
"//Text $1AA008
#WRITE(ptr,$18BEAC)
セインガルドから来た行商人が国境を越えて[LINE]
少し行ったところで、人にいたずらをする[LINE]
奇妙な植物を見つけたと言っていたらしい。[END]
","//Text $1AA008
#WRITE(ptr,$18BEAC)
There are reports from merchants coming from[LINE]
Seinegald of a curious plant that play tricks[LINE]
on those trying to cross the border.[END]"
"//Text $1A9FF0
#WRITE(ptr,$18BEC0)
七色のクローバー[END]
","//Text $1A9FF0
#WRITE(ptr,$18BEC0)
Seven-Colored Clover[END]
"
"//Text $1A9F98
#WRITE(ptr,$18BEC4)
見つけると、どんな願い事も叶うという[LINE]
言い伝えのある植物。[LINE]
旅のお守りとしても使われる。[END]
","//Text $1A9F98
#WRITE(ptr,$18BEC4)
Plant said to grant any wishes to[LINE]
those who find it. Also used as a[LINE]
traveling charm.[END]"
"//Text $1A9F38
#WRITE(ptr,$18BEC8)
願い事があるのなら、ノイシュタットの[LINE]
周辺に自生している鮮やかな植物を探して[LINE]
みると良いらしい。[END]
","//Text $1A9F38
#WRITE(ptr,$18BEC8)
If you've got a wish you want granted,[LINE]
you might want to take a look around[LINE]
Neustadt for a certain dazzling plant.[END]"
"//Text $1A9F28
#WRITE(ptr,$18BEDC)
カグヤダケ[END]
","//Text $1A9F28
#WRITE(ptr,$18BEDC)
Kaguya Bamboo[END]
"
"//Text $1A9EC8
#WRITE(ptr,$18BEE0)
輝く節の中から黄金とともに美しい姫が[LINE]
生まれたという伝説がある竹。[LINE]
しなやかだが、とても堅い。[END]
","//Text $1A9EC8
#WRITE(ptr,$18BEE0)
Legends speak of shining bamboo that[LINE]
birthed gold and a beautiful princess.[LINE]
Flexible, yet quite firm.[END]"
"//Text $1A9E80
#WRITE(ptr,$18BEE4)
モリュウの領地には不思議な伝説のある[LINE]
神秘的な植物があるそうだ。[LINE]
[END]
","//Text $1A9E80
#WRITE(ptr,$18BEE4)
There seems to be a mystical plant that's[LINE]
the subject of a strange myth near Moreau.[LINE]
[END]"
"//Text $1A9E68
#WRITE(ptr,$18BEF8)
ゴールデンアゲハ[END]
","//Text $1A9E68
#WRITE(ptr,$18BEF8)
Golden Butterfly[END]
"
"//Text $1A9E20
#WRITE(ptr,$18BEFC)
黄金色に輝く見事な羽を持つアゲハチョウ。[LINE]
マニア垂涎の希少昆虫。[LINE]
[END]
","//Text $1A9E20
#WRITE(ptr,$18BEFC)
Swallowtail butterfly with magnificent glittering[LINE]
golden wings. Highly sought-after by collectors.[LINE]
[END]"
"//Text $1A9DB8
#WRITE(ptr,$18BF00)
海に浮かぶ島々の中には、世間と隔絶された[LINE]
環境に守られた、希少な昆虫が生息する[LINE]
場所もあるという。[END]
","//Text $1A9DB8
#WRITE(ptr,$18BF00)
Some of the islands out at sea are said to[LINE]
be home to rare insects, protected by an[LINE]
environment isolated from the outside world.[END]"
"//Text $1A9DA8
#WRITE(ptr,$18BF14)
天然温泉[END]
","//Text $1A9DA8
#WRITE(ptr,$18BF14)
Natural Hot Spring[END]
"
"//Text $1A9D40
#WRITE(ptr,$18BF18)
地熱で適度に暖められた地下水が地上に[LINE]
噴出してできた天然の温泉。[LINE]
温まる以外にもいろいろな効能がある。[END]
","//Text $1A9D40
#WRITE(ptr,$18BF18)
Hot spring formed naturally by groundwater[LINE]
heated to perfection by geothermal energy.[LINE]
A dip inside is good for more than just warmth.[END]"
"//Text $1A9CE0
#WRITE(ptr,$18BF1C)
温泉が有名なスノーフリアだが、人里離れた[LINE]
場所に万病を治す事のできる秘湯中の[LINE]
秘湯があるそうだ。[END]
","//Text $1A9CE0
#WRITE(ptr,$18BF1C)
Frostheim is famous for its hot springs,[LINE]
but it seems there's a secret spring[LINE]
in a remote area that can cure all diseases.[END]"
"//Text $1A9CC8
#WRITE(ptr,$18BF30)
ホホエミューの卵[END]
","//Text $1A9CC8
#WRITE(ptr,$18BF30)
Gleemu Eggs[END]
"
"//Text $1A9C68
#WRITE(ptr,$18BF34)
飛ぶ事ができない巨大鳥類の卵。[LINE]
綺麗な深緑色と大きさからエッグアートの[LINE]
世界では重宝されている。[END]
","//Text $1A9C68
#WRITE(ptr,$18BF34)
Eggs of an enormous flightless bird.[LINE]
Considered priceless in the world of egg[LINE]
art due to their size and beautiful colors.[END]"
"//Text $1A9BF0
#WRITE(ptr,$18BF38)
一見、砂漠には生き物がいないと思うかも[LINE]
しれないが、チェリクの周辺を探すと巨大な[LINE]
動物が生息している事がわかるらしい。[END]
","//Text $1A9BF0
#WRITE(ptr,$18BF38)
At a glance it might not seem like anything[LINE]
could survive in the desert, but it appears there[LINE]
are traces around Cherik that would show otherwise.[END]"
"//Text $1A9BE0
#WRITE(ptr,$18BF4C)
ハヤイナゴ[END]
","//Text $1A9BE0
#WRITE(ptr,$18BF4C)
Fasthopper[END]
"
"//Text $1A9B98
#WRITE(ptr,$18BF50)
高速でジャンプをするイナゴ。[LINE]
捕まえれば子供たちのヒーローになれる。[LINE]
[END]
","//Text $1A9B98
#WRITE(ptr,$18BF50)
Grasshopper that jumps at high speeds.[LINE]
Catch one and you'll win the hearts of children.[LINE]
[END]"
"//Text $1A9B28
#WRITE(ptr,$18BF54)
クレスタには子供たちに見せてあげれば[LINE]
尊敬される昆虫が近くにいるそうだが、[LINE]
捕まえるのはとても難しいらしい。[END]
","//Text $1A9B28
#WRITE(ptr,$18BF54)
There seems to be insects around Cresta[LINE]
that when caught, will earn you great respect[LINE]
from the local children due to the difficulty involved.[END]"
"//Text $1A9B20
#WRITE(ptr,$18BF68)
御神木[END]
","//Text $1A9B20
#WRITE(ptr,$18BF68)
Sacred Tree[END]
"
"//Text $1A9AD0
#WRITE(ptr,$18BF6C)
樹齢１０００年を超える巨大な樹。[LINE]
その生命力に人は憧れ、信仰の対象とした。[LINE]
[END]
","//Text $1A9AD0
#WRITE(ptr,$18BF6C)
Great tree over 1000 years old.[LINE]
Its vitality is longed for by many,[LINE]
and it became an object of worship.[END]"
"//Text $1A9A68
#WRITE(ptr,$18BF70)
シデン領地には人々にとても大事にされて[LINE]
いる植物があるらしい。[LINE]
他の植物と見分けられる目印があるそうだ。[END]
","//Text $1A9A68
#WRITE(ptr,$18BF70)
There appears to be a plant venerated[LINE]
by the people near Shiden. It supposedly[LINE]
has some sort of distinguishing marker.[END]"
"//Text $1A9A60
#WRITE(ptr,$18BF84)
磯波貝[END]
","//Text $1A9A60
#WRITE(ptr,$18BF84)
Sand Geoduck[END]
"
"//Text $1A99E8
#WRITE(ptr,$18BF88)
この貝が砂の上で踊ると、海が目覚め[LINE]
風を呼び、波を起こすという言い伝えがある。[LINE]
船乗りたちは海難防止のお守りにしている。[END]
","//Text $1A99E8
#WRITE(ptr,$18BF88)
This shellfish's dance is said to wake the sea,[LINE]
summon the winds and raise the waves. Sailors[LINE]
use it as a charm to prevent shipwrecks.[END]"
"//Text $1A9990
#WRITE(ptr,$18BF8C)
どこかの海岸には海に関する不思議な[LINE]
伝説のある動物がいるというが、詳細は不明[LINE]
らしい。[END]
","//Text $1A9990
#WRITE(ptr,$18BF8C)
There's said to be a creature with a strange legend[LINE]
related to the ocean on the shore, but the details are unclear.[LINE]
[END]"
"//Text $1A9980
#WRITE(ptr,$18BFA0)
サンカク[END]
","//Text $1A9980
#WRITE(ptr,$18BFA0)
Tricorn[END]
"
"//Text $1A9920
#WRITE(ptr,$18BFA4)
角のように見える発達した三本の長い歯が[LINE]
特徴的なクジラの仲間。[LINE]
体が三角形というわけではない。[END]
","//Text $1A9920
#WRITE(ptr,$18BFA4)
Cetacean with 3 long protruding teeth[LINE]
that resemble horns. Its figure does[LINE]
not actually resemble a hat.[END]"
"//Text $1A98B0
#WRITE(ptr,$18BFA8)
海のどこかに、おもしろい角を持つ動物が[LINE]
棲息しているそうだが、希少動物のため、[LINE]
めったに見る事ができないという。[END]
","//Text $1A98B0
#WRITE(ptr,$18BFA8)
It is said that somewhere in the ocean there[LINE]
lives an animal with interesting horns, but its[LINE]
scarcity makes it a rare sight.[END]"
"//Text $1A98A0
#WRITE(ptr,$18BFBC)
ソラトビマンタ[END]
","//Text $1A98A0
#WRITE(ptr,$18BFBC)
Flying Manta[END]
"
"//Text $1A9848
#WRITE(ptr,$18BFC0)
大きなヒレで風に乗って空を飛ぶ巨大エイ。[LINE]
最大飛行距離は５００メートルともいわれる。[LINE]
[END]
","//Text $1A9848
#WRITE(ptr,$18BFC0)
Giant ray whose great fins allow it to catch the[LINE]
wind and glide. It's said to be able to travel[LINE]
distances of up to 500 meters before landing.[END]"
"//Text $1A97E8
#WRITE(ptr,$18BFC4)
船で航海をしていると、空が突然暗くなる[LINE]
場所があるらしい。[LINE]
船乗りの間では有名な話だそうだ。[END]
","//Text $1A97E8
#WRITE(ptr,$18BFC4)
Seems there's a spot out at sea where the[LINE]
sky suddenly darkens. Stories about it are[LINE]
famous among sailors.[END]"
"//Text $1A97D8
#WRITE(ptr,$18BFD8)
ヒカリゴケ[END]
","//Text $1A97D8
#WRITE(ptr,$18BFD8)
Glowmoss[END]
"
"//Text $1A9778
#WRITE(ptr,$18BFDC)
レンズ状の細胞が、わずかな光でも反射して[LINE]
緑色に光る植物。[LINE]
ヒカリゴケ自身が光るわけではない。[END]
","//Text $1A9778
#WRITE(ptr,$18BFDC)
Plant that reflects a dim green light[LINE]
off its lens shaped cells. It does not[LINE]
produce light itself.[END]"
"//Text $1A9730
#WRITE(ptr,$18BFE0)
ロディオンの近くには幻想的な雰囲気を持つ[LINE]
植物が自生しているそうだ。[LINE]
[END]
","//Text $1A9730
#WRITE(ptr,$18BFE0)
There appears to be a plant with a wondrous[LINE]
aura in the vicinity of Rodeon.[LINE]
[END]"
"//Text $1A9728
#WRITE(ptr,$18BFF4)
鬼火[END]
","//Text $1A9728
#WRITE(ptr,$18BFF4)
Will-o'-the-Wisp[END]
"
"//Text $1A96C0
#WRITE(ptr,$18BFF8)
青白く燃え上がる不気味な火の玉。[LINE]
土の中にある動物の骨などに含まれるリンが[LINE]
蓄積され、自然発火したもの。[END]
","//Text $1A96C0
#WRITE(ptr,$18BFF8)
Eerie fireballs that burns with a pale light.[LINE]
Caused by the spontaneous combustion of[LINE]
gases produced by buried animal remains.[END]"
"//Text $1A9668
#WRITE(ptr,$18BFFC)
アンスズーンの周辺には、地上の生き物の[LINE]
怨念が空中をさまよっている場所がある[LINE]
らしい。[END]
","//Text $1A9668
#WRITE(ptr,$18BFFC)
It seems there's a spot near Deimos[LINE]
where the grudges left by earthly[LINE]
creatures wander through the air.[END]"
"//Text $1A9658
#WRITE(ptr,$18C010)
ドクロ岩[END]
","//Text $1A9658
#WRITE(ptr,$18C010)
Skull Crag[END]
"
"//Text $1A9600
#WRITE(ptr,$18C014)
叫んでいるドクロの顔のように見える岩。[LINE]
穴から聞こえる風の音は、まるで悲鳴のよう。[LINE]
[END]
","//Text $1A9600
#WRITE(ptr,$18C014)
Crag that looks like a screaming skull.[LINE]
The wind passing through sounds just[LINE]
like a scream.[END]"
"//Text $1A9598
#WRITE(ptr,$18C018)
ダイクロフトの近くには恐ろしい悲鳴が[LINE]
聞こえてくる場所があるというが、正体を[LINE]
確認した者はいないらしい。[END]
","//Text $1A9598
#WRITE(ptr,$18C018)
It is said that there is a place near Dycroft[LINE]
where horrible screams can be heard, but[LINE]
one has ever been able to confirm its source.[END]"
"//Text $1A9588
#WRITE(ptr,$18C02C)
クロミミズ[END]
","//Text $1A9588
#WRITE(ptr,$18C02C)
Black Worm[END]
"
"//Text $1A9548
#WRITE(ptr,$18C030)
外殻で突然変異を起こしたミミズ。[LINE]
色が黒く、俊敏な動きをする。[LINE]
[END]
","//Text $1A9548
#WRITE(ptr,$18C030)
Earthworm that mutated on the Outer Shell.[LINE]
Jet-black in color and nimble in movement.[LINE]
[END]"
"//Text $1A94E8
#WRITE(ptr,$18C034)
シュサイアの近くには素早く動く動物がいる[LINE]
らしいが、動きが速すぎて捕まえる事は[LINE]
難しいという。[END]
","//Text $1A94E8
#WRITE(ptr,$18C034)
There seems to be a very fast creature near Josaia,[LINE]
but it's said to be so fast it's impossible to catch.[LINE]
[END]"
"//Text $1A94E0
#WRITE(ptr,$18C048)
ヒウマ[END]
","//Text $1A94E0
#WRITE(ptr,$18C048)
Blazequine[END]
"
"//Text $1A9480
#WRITE(ptr,$18C04C)
炎のような赤いたてがみを持つ馬。[LINE]
気性が激しいので乗りこなすのは大変だが、[LINE]
脚はとても速い。[END]
","//Text $1A9480
#WRITE(ptr,$18C04C)
Horse with a fiery red mane.[LINE]
Quick as a flash, but its violent[LINE]
temperament makes it hard to handle.[END]"
"//Text $1A9430
#WRITE(ptr,$18C050)
トウケイの領土には、美しさと激しさを[LINE]
兼ね備えた魅力的な動物がいるそうだ。[LINE]
[END]
","//Text $1A9430
#WRITE(ptr,$18C050)
It seems there's an animal that's as captivating[LINE]
as it is ferocious near Terazzi.[LINE]
[END]
"
"//Text $1A9428
#WRITE(ptr,$18C064)
仙桃[END]
","//Text $1A9428
#WRITE(ptr,$18C064)
Sage's Peach[END]
"
"//Text $1A93D0
#WRITE(ptr,$18C068)
食べれば不老不死になれるという伝説をもつ[LINE]
貴重な桃。[LINE]
栄養価が非常に高いが、値段も高い。[END]
","//Text $1A93D0
#WRITE(ptr,$18C068)
Precious peach said to grant immortality.[LINE]
Its price is as high as its nutritional value.[LINE]
[END]"
"//Text $1A9370
#WRITE(ptr,$18C06C)
トウケイの領土には人々が求めてやまない[LINE]
望みを叶える事ができるという植物が[LINE]
自生しているそうだ。[END]
","//Text $1A9370
#WRITE(ptr,$18C06C)
There seems to be a fruit that grows near Terazzi that[LINE]
can supposedly grant peoples' deepest desires.[LINE]
[END]
"
"//Text $1A9360
#WRITE(ptr,$18C080)
謎の箱舟[END]
","//Text $1A9360
#WRITE(ptr,$18C080)
Enigmatic Ark[END]
"
"//Text $1A9318
#WRITE(ptr,$18C084)
糸杉の木を材料に作られた巨大な箱舟。[LINE]
どうして内陸に船があるのかは謎。[LINE]
[END]
","//Text $1A9318
#WRITE(ptr,$18C084)
Massive ark built from Cypress wood.[LINE]
Why it is inland is a mystery.[LINE]
[END]"
"//Text $1A92A8
#WRITE(ptr,$18C088)
カルビオラのあたりに、地上で使う事が[LINE]
ないはずの巨大な建造物を見かけたという。[LINE]
目の錯覚ではないだろうか？[END]
","//Text $1A92A8
#WRITE(ptr,$18C088)
They say a massive structure was found near [LINE]
Calviola that could never be used on land.[LINE]
Could it be a mirage?[END]
"
"//Text $1A9298
#WRITE(ptr,$18C09C)
ブリキの人形[END]
","//Text $1A9298
#WRITE(ptr,$18C09C)
Tin Doll[END]
"
"//Text $1A9238
#WRITE(ptr,$18C0A0)
偶然、一般市民に発掘された人間大の人形。[LINE]
夜中にひとりでに動くという気味の悪い[LINE]
噂がある。[END]
","//Text $1A9238
#WRITE(ptr,$18C0A0)
Human-sized doll excavated by chance.[LINE]
There are unsettling rumors that it[LINE]
moves by itself at night.[END]"
"//Text $1A91C0
#WRITE(ptr,$18C0A4)
ジャンクランドの住民が、砂漠である物を[LINE]
見つけて家に持ち帰ったのだが、気持ちが[LINE]
悪い事が起こったので捨てたという。[END]
","//Text $1A91C0
#WRITE(ptr,$18C0A4)
The citizens of Junkland supposedly brought something[LINE]
back from the desert that spooked them so much[LINE]
they threw it back.[END]
"
"//Text $1A91B8
#WRITE(ptr,$18C0B8)
夜光虫[END]
","//Text $1A91B8
#WRITE(ptr,$18C0B8)
Luminescent Plankton[END]
"
"//Text $1A9168
#WRITE(ptr,$18C0BC)
体に刺激を受けると発光する原生生物。[LINE]
真っ暗な海に光る波に時間を忘れてしまう。[LINE]
[END]
","//Text $1A9168
#WRITE(ptr,$18C0BC)
Plankton that emits light when disturbed.[LINE]
Time flies watching the glowing waves[LINE]
amidst the pitch black sea.[END]"
"//Text $1A9100
#WRITE(ptr,$18C0C0)
リーネの村の周辺の海岸では、時が経つのも[LINE]
忘れてしまうほど美しい景色を堪能できる[LINE]
場所があるそうだ。[END]
","//Text $1A9100
#WRITE(ptr,$18C0C0)
There seems to be vista on the beaches near Lienea[LINE]
that's so beautiful it draws you in for hours.[LINE]
[END]
"
"//Text $1A90F0
#WRITE(ptr,$18C0D4)
オテントウムシ[END]
","//Text $1A90F0
#WRITE(ptr,$18C0D4)
Stelladybug[END]
"
"//Text $1A90A0
#WRITE(ptr,$18C0D8)
春先に大量発生した年は必ず猛暑になると[LINE]
いわれる虫。[LINE]
触るとけっこう熱い。[END]
","//Text $1A90A0
#WRITE(ptr,$18C0D8)
Bug whose mass emergence in spring foretells[LINE]
a heat wave that year. Quite hot to the touch.[LINE]
[END]"
"//Text $1A9030
#WRITE(ptr,$18C0DC)
アルメイダの村の近くで熱いものが急に[LINE]
ぶつかってきたそうだが、ビックリして[LINE]
何かは確認できなかったらしい。[END]
","//Text $1A9030
#WRITE(ptr,$18C0DC)
It seems someone was struck with something scalding[LINE]
near Armeida, but the encounter was too sudden to[LINE]
determine its features.[END]
"
"//Text $1A9020
#WRITE(ptr,$18C0F0)
大雪だるま[END]
","//Text $1A9020
#WRITE(ptr,$18C0F0)
Giant Snowman[END]
"
"//Text $1A8FC8
#WRITE(ptr,$18C0F4)
大雪の夜の翌朝に見つかる巨大な雪だるま。[LINE]
「風のいたずら」説もあるが、定かではない。[LINE]
[END]
","//Text $1A8FC8
#WRITE(ptr,$18C0F4)
Giant snowman found the morning after a[LINE]
great blizzard. Theorized to be a cosmic [LINE]
prank, but no definitive proof exists.[END]"
"//Text $1A8F78
#WRITE(ptr,$18C0F8)
スノーフリアの一帯では、一晩でとても[LINE]
巨大な雪のかたまりが出現するそうだ。[LINE]
[END]
","//Text $1A8F78
#WRITE(ptr,$18C0F8)
There's apparently an enormous mass of snow[LINE]
that appeared overnight near Frostheim.[LINE]
[END]
"
"//Text $1A8F68
#WRITE(ptr,$18C10C)
モモモモンガ[END]
","//Text $1A8F68
#WRITE(ptr,$18C10C)
Blushing Squirrel[END]
"
